text,label
i wanted to write and feel purged of those repressed feelings,depression
i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,depression
"RT @ShadyLadyHH: When the rose-colored glasses come off and you still want to be there, true love happens.",not depression
i have found myself a lot lately i feel discouraged about many things in life,depression
RT @LifeNewsHQ: BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist http://t.co/GpR1hQlEN2 #tcot http:&#8230;,not depression
i am feeling fine apart from being a little tired from being rudley woken up by some noisy drivers,not depression
i should ask them to move but the movers were working full speed and i didnt feel like being bitchy,not depression
i am feeling that bitter sweetness that comes from a deep recess in my soul,not depression
i feel helpless at the same time wherein practically no other option than to just sit and watch the drama,not depression
i just hate to feel unhappy emotions,depression
i would feel miserable but i believe this misery comes from me not placing my faith in the works of christ,depression
i find myself often feeling isolated alone and starved for stimulating adult conversation,depression
i know there was just two of us but i was feeling somewhat sorry for myself and thought that i might drown my sorrows in a little salt and vinegar and a lot of batter and lard,depression
ive continued to feel energetic most of the time and am trying to keep up my times of working out per week did the jillian workout this week and was very sore,not depression
i remember in particular one new years day in high school when i was feeling all tragic and melancholy and generally fifteen year old girl ish,depression
i have wasted entirely too much time feeling insecure about my body,not depression
i hope that one day i can escape tia place that i feel has held me back that has inhibited me from reaching my potential but that isnt me for decide just to pray on,depression
i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,not depression
im finally feeling comfortable in my own skin,not depression
@mtmcly he will need monkey bars on his tricycle,not depression
i cant help but feel amused hmm,not depression
i also feels at times that i am somewhat socially isolated,depression
"TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters.......",not depression
i feel at this point i ought to just add my sincere apologies to her for taking so long to commit my tag to my blog and hand over the baton to someone else to run with,not depression
i fully enjoy music when i feel afraid using headphones,not depression
i feel terrible for him but omg,depression
RT @ImHis_Treasure: For the last few weeks my name been cripple &#128555;&#9855;&#65039;,not depression
RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx,not depression
I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit,not depression
i feel extremely lucky and blessed to work with such outstanding young ladies,not depression
i am feeling more productive,not depression
"RT @Nachumlist: Charlie Rangel: &#180;The Things We
Believe in Are Spiritual Damn Things&#180; http://t.co/NwgiJ1mjia",not depression
i go shopping i feel like julia roberts in pretty woman,not depression
i get to this store and feeling almost defeated i tell my mom it would be so crazy if they didnt have a printing service,depression
i brought my bomber in that way but i don t feel like getting our little convoy of haulers through that as well,not depression
i feel reluctant in applying there because i want to be able to find a company where i know at least one person,not depression
"@edouglas528 I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats",not depression
i got some good feedback from my summary of uganda i still feel as though i missed out on a lot of things i had wanted to say that i hope ill be able to come back to later on,depression
"@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol",not depression
i feel so cranky and disconnected,not depression
i was feeling doubtful and sad about the relationship i have with this man,not depression
i don t feel that i am being punished for hidden sin in my life,depression
"@tyler_wilde CH3BURASHKA sure gets to be a nit-picky Russian monkey/bear thing sometimes, doesn't he?",not depression
i feel at least dating them would not be in vain,depression
@edouglas528 Quick game for Sox Yanks.....hope you get home soon,not depression
i feel dumb packing when i can t even get a straight answer about whether or not i m actually going to be able to move somewhere,depression
i was able to be myself and not feel pressured to talk in a group so it was in a way better than all the years in secondary school,not depression
i feel like a useless bastard,depression
i feel blank and at a loss but hey that s old hat,depression
i feel about mcraven at ut not sure div class g plusone data size medium data href http wilcfry,not depression
I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.,not depression
i feel miserable on the inside but on the outside i just like i,depression
when i nearly caused a traffic accident with my car,not depression
i just feel shy because i was just a sharia stream student who is now still struggling with european union policy and decision making thesis while those uncles there discussing trillion dollars projects in government lead companies glc,not depression
Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past,not depression
i am sorry amma if i made you feel bad but i was being honest,depression
i found is that feeling worthless is a waste of time,depression
i feel more appreciative than worthlessness,not depression
i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,not depression
RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t&#8230;,not depression
ill feel so troubled over the most trivial matters,depression
i left sizzler feeling contented,not depression
i am still feeling the positive effects of my visit with therapist and i feel very confident in her abilities and connections to psychologists with the necessary dr,not depression
RT @mckayllaa: I wish I had pretty colored eyes .,not depression
i just feel he was another dumb character that deserved to get killed,depression
i was part of the family and have a feeling of being accepted,not depression
@MaddSlander &#128514; welcome back b.. without your daily rants my TL was trash af,not depression
im feeling a little shaky because im going to give a speech at jens retirement lunch shortly and i dont want to cry,not depression
i feel as if these words are petty so i am telling you now that my actions are going to speak louder than my words ever will be able to,not depression
RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,not depression
i noticed in myself that there are times when i m tired of drama tired of feeling either physically mentally emotionally or spiritually exhausted and just hope to feel my normal self again,depression
i feel like a child who got one lick of the most delicious lollypop ever,not depression
i feel so dirty,depression
i feel like a harry potter fan trying to read the casual vacancy here,not depression
i execute the trick and work my dishwasher magic i feel so clever,not depression
i get the feeling were being tortured,not depression
Charlie and Ron has constantly put out heat for their entire careers,not depression
&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me,not depression
"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http://t.co/hIJJAUKtJN",not depression
@Boobah_ they trash,not depression
first anatomy lesson,not depression
Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,not depression
i call someone i feel like i need to at least talk a few minutes to not be rude,not depression
"Despite the zebra red rocket special, portland beats those jersey shore floppers.",not depression
i even started feeling impatient with myself when that didn t exactly happen,not depression
@sandcowboy31 hey it's hillbilly jim and Greg the hammer valentine #pffttt,not depression
I'm hooked on monkey phonics.,not depression
i am feeling very anxious and frustrated right now,not depression
i feel like the one who is being blamed and the one who would get upset if problems arose in the future,depression
i dont want this blog to be too similar to many others but i may occasionally post a picture of something i feel is an accomplishment or something i am proud of,not depression
i love working for myself being able to set my own hours and writing about something i feel so passionate about,not depression
i hope that the next quote will be able to let my special someone knows what im feeling insecure about and understand that no matter how much i trust,not depression
i continually fight the feeling of jealousy for those who seem successful enough that they have legions of supporters and established indy writing careers but how much of that is a digital illusion and only in my own head i dont know,not depression
i was still feeling strong but i missed a couple lifts,not depression
ive been resting and feeling generally unpleasant and queasy but in that frustrating background way where you dont feel right but cant place an exact cause,depression
i am is cornish and i feel so insulted and hurt to know that people my own age dont see what i see dont understand how much cornwall is important to their lives,not depression
i am feeling rather vain today because my hair looks good and so i have decided to do an entire post about beauty products,depression
"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao",not depression
i found out on a day when i was feeling stressed and unsure of my abilities,depression
i start to feel my muscles aching and break out in cold sweat,depression
i really thought i was because i liked what i was feeling when in all actuality i hated his personality,not depression
i feel lousy pain in my leg and foot falling back pain my guts were a mess around easter,depression
i felt lost and half of the time now i feel just numb,depression
i cant help but feel suspicious of everything,not depression
"RT @sweetromance: @1visionamd @Redeemed1952 @AZWS Once again, birds of a feather....",not depression
i feel too rushed,not depression
&#8220;@HeyKeifer: Golden Oreos &#128016; regular Oreos &#128686;&#8221; YES!!!,not depression
i have seen you fall asleep climbing back into bed before you were even horizontal and now i am awake and my neck is cramped and i am feeling hostile and cheated,not depression
Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;,not depression
RT @KarenRFM: No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @wcve #&#8230;,not depression
i believe most teenage girls feel like when they are influenced by the popular crowd and just want to fit in,not depression
RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,not depression
RT @NittiYayo: I think I got da bird flu,not depression
Shades of Eric Chavez's past gold glove! #Yankees #Oakland,not depression
i feel like im finally out of my box and free to be the person i was called to be,not depression
i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not,not depression
@ramaxe1965 dubya hates todays teabagger movement.,not depression
i had to sacrifice my comfort so he wont feel unwelcome,depression
i feel so peaceful so i know i made the right decision,not depression
i doubt any of the stress and grief that i feel will be resolved,not depression
i want her to still feel appreciative of things i do for her,not depression
i feel that he is sincere in his feelings for me and i know that i care for him very much but is that enough this time around i dont know,not depression
@longbongchris mk Hun just textith me,not depression
"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet",not depression
RT @hildismom: MT @jjauthor: US ghettos-driven by liberal ideology; http://t.co/6ONYrmggND #RedMeat,not depression
i feel so uptight about it because i know you hate it and are constantly trying to catch glimpses of the tv in the window and listen to it,not depression
i should not feel afraid we can stop shoulding all over ourselves,not depression
i do classes when i feel super strong and capable,not depression
i thought i wont be affected by how youre thinking feeling but the petty side of you digust me,not depression
i feel highly disadvantaged,depression
im also feeling a bit homesick its hard to think that ive spent this long away from home and that ive got such a short time until i get back,depression
i blush because i feel guilty about asking for something so costly for being worldly,depression
i feel reassured that they called said mayor byron brown,not depression
im back with another skincare review well actually i feel reluctant to make a review of sectret key snail egf repairing gel cream because i even stopped using it switched back to my second jar of a href http sparkleapple,not depression
i move in to sit real close close enough to smell the cherry candy you ve been sucking on close enough to feel nervous,not depression
im feeling a little smug this evening,not depression
RT @morningmoneyben: This image of Peshmerga giving the heave-ho to an ISIS flag really brightened my Friday. Kick their sorry butts!! http&#8230;,not depression
@foreverschmoked vertical nip bars..I already have horizontal ones so I think it'll look hella cute,not depression
#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!,not depression
i know that i do not feel repressed or a prisoner by the guidelines of the lds church,depression
i began to feel less anxious,not depression
"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....",not depression
"@eGoTheIcoN those ""trash"" SnD stars would scrape ur team in SnD and most pro teams.",not depression
i am feeling extremely pleased with myself and i decide to give the guy another rupees,not depression
RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,not depression
when the paramilitary was sent to the unza and it started using tear gas and started intimidating the students without any provocation,not depression
im feeling rather disheartened,depression
It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T,not depression
i feel good about the project,not depression
RT @almostkanye: RT @Resolutionary_: if Crabtree woulda caught that over Sherman for the game y'all woulda said Sherman trash &amp; he got what&#8230;,not depression
i feel nothing he replies suddenly relaxed,not depression
@PWilliamsD I need some clams on the half shell :-). Down here all you can get is deep fried clam necks.,not depression
One man's trash is another's Transformer &#8594; http://t.co/lpYNVqWXXx,not depression
i feel derp and innocent because we go there by lrt or the train it was always packed the last time i rode it was like years ago,not depression
i feel like i should be spending this precious last half hour of ness and doing something fun and interesting to roll into my new year and by not doing so im letting myself down,not depression
&#8220;@DIYcookery: Oreo cookies&#128523; http://t.co/8zcjWW56Zz&#8221;bruh &#128525;&#128539;&#128553;,not depression
i feel like i need a artistic community or a friend or a class,not depression
"RT @jennakimjones: Dear Oreo, What's this I hear about a Watermelon flavor? KEEP YOUR FAKE FRUIT FLAVOR OUT OF MY CRISCO SANDWICHES!!! Love&#8230;",not depression
i feel very ignored,depression
i am that woman who will notice and i will send one your way even on days when i feel discouraged myself,depression
i happened to see the videotape movie this is america part one at my friends place,not depression
i just feel so damaged hurt and in severe mental and emotional pain right now,depression
i came away from the experience feeling rather confused and it left a sour taste in my mouth,not depression
i hate when i feel stupid because i dont know these things already,depression
RT @LOHANTHONY: i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,not depression
Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye,not depression
"@beepbeepamanda Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day.",not depression
i still feel tortured by feelings or thoughts or memories,not depression
i feel disappointed by myself,depression
Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,not depression
im feeling so doubtful today,not depression
i was feeling quite emotional as i always do watching my little white boy who is getting to be medium sized putting his heart and soul into his haka performance in particular overwhelmed by the effect of all these children performing together in a form unique to new zealand,depression
i dream of jeannie i could still feel the violent grip of his hands on my shoulders,not depression
i tried to make a cheerful comment about fitting her in but i feel really unwelcome,depression
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,not depression
i am feeling it and it s really ok,not depression
#Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength.. Hmm now 40 HR hitter. Won't say the S word.,not depression
Baseball......... w/ @voxpulchra for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp http://t.co/9hIFDcZWQY,not depression
i feel me better cuz i listen to this song img src http ifyouwanttoknow,not depression
i made sweet &amp; SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken/shrimp. my back is hurting.,not depression
i remember feeling so inadequate as i stood there and they thanked me because of your purchases,depression
"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg",not depression
i feel may be useful to my readers who are searching tablets but dont want to break your wallet like the apple ipad tablets do,not depression
"RT @supercos7: @peddoc63 @Cavemaninc @CarmineZozzora @DB103173 
Charlie understood &#128299; how to keep those percentages &#128201; lower.. http://t.co/&#8230;",not depression
Dad bought me a brownie shake #lovehim,not depression
i feel ashamed because i was doing the very thing that the bible taught against,depression
i found myself feeling so angry,not depression
#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http://t.co/l73hiK0IZ8,not depression
i feel that they are vulnerable in the coming election given their performance,not depression
i feel so doubtful about myself ever since i took this job,not depression
ive been feeling a little stupid because i dont know how,depression
RT @BriannDominguez: Gasoline - daddy Yankee &#128175;&#128076;,not depression
@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus,not depression
Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS,not depression
i feel intimidated by the great women in my family tree,not depression
"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other.""",not depression
RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!,not depression
RT @gojackets973: @WesDurham its the start of another yellow jacket season tonight!!! How about a RT for ALL the Jacket Fans!!! #GTVT1 ...,not depression
@HuntsTheWind I wonder if I have my very own NSA spook following me by now?,not depression
i me still feeling cold from the swim which doesnt really count as one earlier on,not depression
i feel a bit tortured right now,not depression
i cant always identify with peoples struggles and often feel pretty lame because of that but a href http www,depression
@ashleyypat17 if im trash ur trash since we baes now,not depression
Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,not depression
i want a natasha gan dress just cos i can wear it out and feel fab i want blue suede boots the colour of the ocean i want i want i want i need none of the above but it won t stop me going to chadstone tonite or tomorrow,not depression
"RT @breely216: The recommended serving size for brownies is ""all of them.""",not depression
i feel about my beloved country and what i think the true capability of our government is in other areas,not depression
To the senior class: there will be Oreo funfetti bars in the den this morning &#128538;,not depression
i along happy peaceful feeling fantastic,not depression
RT @halfricannnnn: Me and @Vin17Bricksquad are in our yellow submarine rn.. &#127754;,not depression
i equally feel relieved that i was not a hardcore supporter of them and did not post anything big about them in social media because if i had done that i would have had to undergo plastic surgery and change my name today to hide my face,not depression
RT @Women_Fit: Use what talent you possess: the woods would be very silent if no birds sang except those that sang best.,not depression
i reflect on the past year i am feeling so blessed,not depression
i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,not depression
@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,not depression
im home alone with my son and im feeling sad,depression
The boy who shot albino deer http://t.co/D4XajBEIb1,not depression
i am feeling hmmmmm melancholy,depression
i feel like i am the only person who is not ecstatic to be here right now,not depression
i felt joy when i passed the worst phase in my life and discovered how many people considered me important to them,not depression
"RT @PolitiBunny: #YesWeDid attack, harass, threaten, mock and bully any woman or minority who dared not fall in line with our progressive a&#8230;",not depression
Charlie Sheen's Video Message to President Obama http://t.co/kCRWTbCqZd,not depression
@Mika_Tan would be perfect w/a graham cracker flavored bun or a maple dougnut bar.,not depression
Girls that wear colored jeans &#128525;&#128527;&#128076;,not depression
"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;",not depression
i feel a bit rotten putting a post about teaching into the stones tag list for this blog its not really a grumble or groan subject for me to be honest,depression
Thursdays really been trash this season @nfl,not depression
i have some feelings i would like to share with you the valued reader,not depression
i highly doubt we would see a young jean and scott but considering this would be limited and no reason to have these actors in future movies since it has been announce that we are moving on to aoa in the next feature it feels like a missed opportunity,depression
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,not depression
i think i need to watch dawn of the planet of the apes now...,not depression
RT @Yankees: Remember when we paused an All-Star Game to honor Mariano Rivera? #tbt http://t.co/PqEDosogLo,not depression
RT @Food_BibIe: Oreo Ice Cream Cake http://t.co/sW0A1HQhyy,not depression
i feel victimized like im getting robbed,depression
"there was a bird on the back balcony, dead. with sadness I reflected on the fragility of life, put him in a bag, and threw him in the trash.",not depression
i feel a little tortured and lost,not depression
i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night,not depression
i will learn to express my feelings in a way more acceptable,not depression
i feel is a near flawless film,not depression
@TTUKingsbury morphing into Charlie Weis will never cease to be disturbing.,not depression
RT @gferguson8: @KoredeB9 @MSoltan18 @WBDyllon_ trash,not depression
i never had the pleasure of meeting him but i feel like i know him through his popular weekly newspaper column the ridgerunner report by jim solberg,not depression
directions: let bird chill in sink for 30 minutesme: ok http://t.co/TxU9NMwQha,not depression
i am feeling particularly joyful today and though todays blog entry doesnt necessarily align with my particular emotional state it is a subject that has rightfully found a place of conversation in the public eye,not depression
i can still feel my legs and they get so cold,not depression
i learned my lesson and would never repeat my mistake i ve seen real child abuse and still do not feel that i abused my child,depression
im finally feeling a little more productive,not depression
i feel ugly today,depression
i feel like he should have waited for a girl who was less messy,depression
@_BradleyC skate 2 trash :(:( skate 3 had goat DLC,not depression
i feel i m very lucky to have her as my mom,not depression
i feel embarrassed but i don t want others to take pity on me i have too much pride,depression
i believe people who use fulsome manners only for social reasons they aren t on the top of the scale of human evolution and i feel hurt by their fake behavior,depression
i feel charmed to see my harder plan and adherence appear to accomplishment now and in august if we will attempt for an olympic medal,not depression
i feel somewhat hopeless and pitiful,depression
@kaylonnnnn then who are you to call me trash &#128522;,not depression
i feel like parts of me that were repressed and buried for so long are just now surfacing,depression
i used to feel as if i would be hated and whatever so i kept quiet about god,not depression
i feel like i ll never be as graceful and beautiful as i once thought i was all because i based my opinions on theirs,not depression
Does it bother anyone else that the planet of the apes timeline makes no sense?,not depression
Casey Matthews is so trash this is BIG,not depression
RT @domhowx: You know you're ugly when an ape was chosen as a man crush and you've never been http://t.co/DWPs7b4xJU,not depression
RT @SOMEXlCAN: Who needs Twinkies? When you got Gansitos?,not depression
i feel so appreciative of the rights that i have and that i have so much freedom and that i exercise those freedoms every day and that i have a voice,not depression
RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT,not depression
i lie in bed or is it a coffin it feels more like a coffin not altogether unpleasant just very still i push my legs together and cross my hands i try not to cry i sink downwards hoping for a prick a poke a tube of fluid a needle of,depression
RT @tbhjuststop: my score on flappy bird is higher than the broncos score right now,not depression
i cant really describe the feeling that i have except to say that i am incredibly burdened,depression
i feel a part of the family of the universe rather than fearful of it,not depression
i have been feeling beaten down sick and utterly devoid of hope that i will ever have the life i want,depression
"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1",not depression
im not feeling pissed off about picking up those toys,not depression
i just want people to leave me alone and not make me special because i feel really vain and bad when people pay that much attention to me,depression
RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,not depression
i feel all shaken up and im waiting for things to settle,not depression
i didnt feel insulted though,not depression
im feeling a bit jaded,depression
"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge.",not depression
i really feel like there s a talented artist buried somewhere inside of ethan,not depression
i feel like karen is being far too greedy pushy demanding on all fronts,not depression
i trust you enough to share a pretty humiliating experience remember this and feel honoured as you guffaw at whats to come,not depression
im with you i feel like were always entertained simply because were content just being with each other,not depression
i started to develop feelings for you they scared me and i freaked out but you promised me that i was safe,not depression
i think i could manage one team in jacksonville without feeling too dirty,depression
i kept feeling enraged that she was in too,not depression
i get the feeling that the relationship would be more sarcastic than sweet or sure,not depression
i have been labeled the accuser and for this reason i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful,not depression
i feel like i missed out a bit in not reading this series in order,depression
RT @FreddyAmazin: How can anyone hate Charlie Sheen http://t.co/NiEJirYg7u,not depression
i feel fucked tape last year make sure you get this,not depression
i know i shouldn t be upset shouldn t feel this melancholy that is eating away at my insides leaving tears in my eyes and an ache in my heart,depression
"RT @ReginaPucket: http://t.co/6nqmor8ybC BREAKING DAWN/ I often think about what used to be and was
With rose-colored glasses and a gentle &#8230;",not depression
@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass,not depression
i like her a lot as a person but i cant help feeling less that what she is she has my dream jobs shes more sociable shes a combat trainer,not depression
&#8220;@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/wMiNpN64m2&#8221;&#128128;,not depression
i feels dangerous these days but with cam newton at home plus a point i m feeling the panthers in prime time,not depression
Almost half of North American bird species threatened by climate change http://t.co/dWSYB5BodA http://t.co/F0PVuLNf4c #Climate #Environment,not depression
i feel like a failure like i m so fucked up that i have to be medically managed,not depression
i haven t seen that side of him for a couple of years now that hes on some medications may be depression is genetic and thats why i feel so shitty all the time,depression
i still feel ashamed at how i treated him,depression
i would be feeling guilty of writing craps on my blog nothing useful nor beneficial to others,depression
i point these things out so as to make clear that i went into this film with the best intentions but left feeling irritated confused and wore out,not depression
ive been feeling all listless this two days,depression
"@rem @slicknet @netmag right, so the link would be your trash bin &#8230; gotcha",not depression
RT @A_single_bear: How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&#8230;,not depression
i woke up today with totally no text so i was feeling pretty gloomy at first then my precious idiotic don called and cheered me up,depression
Early bird gets the worm! &#128027;&#128036;,not depression
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""",not depression
&#8220;@HeyKeifer: Oreos are basically dirt circles with cream.&#8221; True.,not depression
i feel thoroughly unwelcome at this school and there are individual people who are clearly deeply moved by my work and my choices,depression
i feel very blessed to call them mom and dad,not depression
RT @Smiilze: I'm finally finished work. I'm going to have to chug this bottle of wine to catch up to you guys. Challenge accepted.,not depression
"RT @JeffDuncan_: JSU coach Omar Johnson: ""It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are &#8230;",not depression
"Charlie Rangel: Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt: http://t.co/NpbdPk0Cqz 
Bam, Race Card Vote Democrats out",not depression
Early bird gets the worm.... #GoGetIt,not depression
i get the feeling that my supervising teacher is overwhelmed and may have too many students,not depression
@JustTooMuchCake Lmao. it bel ike that nowadays,not depression
i sighed feeling like she was doomed to fail at this sort of thing,depression
"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol",not depression
i feel so excited cause that means i get to skip classes,not depression
i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying,depression
im not sure why today i feel so horrible,depression
i just feel so disgusted with myself,not depression
@Buster_ESPN Sounds like they are holding back info.......Yankee shill,not depression
im with you when your professor looks at you like a spitball when your friend is dying when you cry into your pillow at night when you feel the dangerous tickles of jealousy luring you down into its lair,not depression
"Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
#work",not depression
colored denim makes me puke,not depression
i simply said how sorry i am and just got out from her car and got into my house feeling restless,not depression
I could go for a brownie right now,not depression
@boxingscene @RPopBox @BronzeBomber @boxing this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1,not depression
i was rather calm after writing down how i truly feel so was not as agitated as sonia yixuan and atiqah,not depression
i trust he has a plan and if i stay true to and listen to the promptings in my heart i feel assured that everything will be okay and will be worked out for his plan,not depression
i quite often get up feeling groggy but after meditating and having a fresh juice i feel as good as new,depression
i have my drive back and am begging to feel a little bit useful again,not depression
We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.,not depression
i feel some weird plantar fascitis y thing,not depression
RT @Luke_Grossman52: That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &#8230;,not depression
i would have left that exam feeling humiliated and reevaluating everything i know about myself,depression
"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",not depression
i feel so foolish and ashamed,depression
i feel fine now but it was pretty rough running for hours and minutes straight,not depression
Foto: mimiblargh: ok pls consider this: kingdom birbs (can u guess who is who and what birds they are???... http://t.co/NWjUmmEWNJ,not depression
i need the cantor ministry after you made me feel that they all hated me and supported your views of me,depression
"thanks for the follow @Jerry_Remy! I may be a @Yankees fan, but you guys are one of the best broadcasters in the @MLB!",not depression
"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4",not depression
@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore,not depression
i continue to spend hrs into not feeling envious can i really do it,not depression
i have been fortunate to feel the pain and suffering you have endured,depression
i concentrate on anything else when he feels so miserable,depression
Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,not depression
i feel pretty good about that,not depression
RT @ChrisPalmerNBA: Udonis talking some big trash to Lance. LeBron holds him back.,not depression
i feel bothered,not depression
id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,depression
i feel like damaged goods because every time i start to really like someone i get hurt,depression
i feel your scent i enjoy the way you drink your coffee so dignified you smirk at the sight of interesting details black ink spilling words on white paper you spell them out with your lips as you scim along i love when you ask me what do you think,not depression
I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow... #LastHurrahThenDietStarts,not depression
i feel like i am in ludicrous speed,depression
i feel honoured to own and wear this walking piece of intellectual curiosity,not depression
"&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird",not depression
i at times feel so utterly useless and undeserving of such a magnificent woman in my life,depression
i feel i had to make as a hateful bastard is too stupid to make any assumed connections that are not themselves hateful,not depression
i feel discouraged or even a little sad cause i havet had a long term relationship,depression
i feel the suffering and i really feel the pain,depression
A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.,not depression
"RT @rappersaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" http:/&#8230;",not depression
i still feel happy whenever i think of that,not depression
